1.000000,1.000000,2.000000,2.000000,8.000000
1.000000,1.000000,1.000000,2.000000,3.000000
0.500000,1.000000,1.000000,2.000000,6.000000
0.500000,0.500000,0.500000,1.000000,4.000000
0.125000,0.333333,0.166667,0.250000,1.000000
1.000000,1.000000,2.000000,3.000000,4.000000
1.000000,1.000000,1.000000,1.000000,2.000000
0.500000,1.000000,1.000000,1.000000,1.000000
0.333333,1.000000,1.000000,1.000000,1.000000
0.250000,0.500000,1.000000,1.000000,1.000000
1.000000,2.000000,2.000000,2.000000,2.000000
0.500000,1.000000,1.000000,2.000000,4.000000
0.500000,1.000000,1.000000,2.000000,3.000000
0.500000,0.500000,0.500000,1.000000,3.000000
0.500000,0.250000,0.333333,0.333333,1.000000
1.000000,1.000000,2.000000,2.000000,3.000000
1.000000,1.000000,1.000000,2.000000,6.000000
0.500000,1.000000,1.000000,2.000000,3.000000
0.500000,0.500000,0.500000,1.000000,1.000000
0.333333,0.166667,0.333333,1.000000,1.000000
1.000000,2.000000,2.000000,4.000000,9.000000
0.500000,1.000000,1.000000,1.000000,3.000000
0.500000,1.000000,1.000000,1.000000,6.000000
0.250000,1.000000,1.000000,1.000000,1.000000
0.111111,0.333333,0.166667,1.000000,1.000000
1.000000,1.000000,2.000000,4.000000,9.000000
1.000000,1.000000,1.000000,2.000000,2.000000
0.500000,1.000000,1.000000,1.000000,6.000000
0.250000,0.500000,1.000000,1.000000,0.500000
0.111111,0.500000,0.166667,2.000000,1.000000
1.000000,1.000000,1.000000,3.000000,2.000000
1.000000,1.000000,1.000000,3.000000,2.000000
1.000000,1.000000,1.000000,1.000000,3.000000
0.333333,0.333333,1.000000,1.000000,3.000000
0.500000,0.500000,0.333333,0.333333,1.000000
1.000000,2.000000,2.000000,2.000000,2.000000
0.500000,1.000000,2.000000,2.000000,3.000000
0.500000,0.500000,1.000000,3.000000,5.000000
0.500000,0.500000,0.333333,1.000000,0.500000
0.500000,0.333333,0.200000,2.000000,1.000000
1.000000,1.000000,2.000000,3.000000,5.000000
1.000000,1.000000,1.000000,2.000000,2.000000
0.500000,1.000000,1.000000,1.000000,2.000000
0.333333,0.500000,1.000000,1.000000,4.000000
0.200000,0.500000,0.500000,0.250000,1.000000
1.000000,1.000000,2.000000,3.000000,3.000000
1.000000,1.000000,1.000000,2.000000,3.000000
0.500000,1.000000,1.000000,1.000000,4.000000
0.333333,0.500000,1.000000,1.000000,2.000000
0.333333,0.333333,0.250000,0.500000,1.000000
1.000000,1.000000,2.000000,2.000000,9.000000
1.000000,1.000000,2.000000,2.000000,3.000000
0.500000,0.500000,1.000000,1.000000,8.000000
0.500000,0.500000,1.000000,1.000000,3.000000
0.111111,0.333333,0.125000,0.333333,1.000000
1.000000,1.000000,2.000000,3.000000,5.000000
1.000000,1.000000,1.000000,1.000000,7.000000
0.500000,1.000000,1.000000,1.000000,1.000000
0.333333,1.000000,1.000000,1.000000,2.000000
0.200000,0.142857,1.000000,0.500000,1.000000
1.000000,1.000000,2.000000,2.000000,5.000000
1.000000,1.000000,2.000000,2.000000,5.000000
0.500000,0.500000,1.000000,1.000000,1.000000
0.500000,0.500000,1.000000,1.000000,1.000000
0.200000,0.200000,1.000000,1.000000,1.000000
1.000000,2.000000,1.000000,2.000000,6.000000
0.500000,1.000000,1.000000,1.000000,9.000000
1.000000,1.000000,1.000000,3.000000,3.000000
0.500000,1.000000,0.333333,1.000000,1.000000
0.166667,0.111111,0.333333,1.000000,1.000000
1.000000,1.000000,1.000000,3.000000,3.000000
1.000000,1.000000,1.000000,1.000000,9.000000
1.000000,1.000000,1.000000,1.000000,5.000000
0.333333,1.000000,1.000000,1.000000,2.000000
0.333333,0.111111,0.200000,0.500000,1.000000
1.000000,1.000000,2.000000,3.000000,3.000000
1.000000,1.000000,1.000000,3.000000,1.000000
0.500000,1.000000,1.000000,3.000000,3.000000
0.333333,0.333333,0.333333,1.000000,0.500000
0.333333,1.000000,0.333333,2.000000,1.000000
1.000000,1.000000,1.000000,3.000000,5.000000
1.000000,1.000000,2.000000,1.000000,7.000000
1.000000,0.500000,1.000000,1.000000,1.000000
0.333333,1.000000,1.000000,1.000000,4.000000
0.200000,0.142857,1.000000,0.250000,1.000000
1.000000,1.000000,2.000000,2.000000,3.000000
1.000000,1.000000,1.000000,2.000000,7.000000
0.500000,1.000000,1.000000,2.000000,3.000000
0.500000,0.500000,0.500000,1.000000,4.000000
0.333333,0.142857,0.333333,0.250000,1.000000
1.000000,1.000000,1.000000,1.000000,2.000000
1.000000,1.000000,2.000000,3.000000,2.000000
1.000000,0.500000,1.000000,1.000000,3.000000
1.000000,0.333333,1.000000,1.000000,0.500000
0.500000,0.500000,0.333333,2.000000,1.000000
1.000000,1.000000,2.000000,3.000000,6.000000
1.000000,1.000000,1.000000,1.000000,3.000000
0.500000,1.000000,1.000000,1.000000,4.000000
0.333333,1.000000,1.000000,1.000000,1.000000
0.166667,0.333333,0.250000,1.000000,1.000000
1.000000,1.000000,1.000000,2.000000,4.000000
1.000000,1.000000,2.000000,1.000000,4.000000
1.000000,0.500000,1.000000,3.000000,4.000000
0.500000,1.000000,0.333333,1.000000,6.000000
0.250000,0.250000,0.250000,0.166667,1.000000
1.000000,1.000000,1.000000,2.000000,9.000000
1.000000,1.000000,1.000000,3.000000,2.000000
1.000000,1.000000,1.000000,2.000000,1.000000
0.500000,0.333333,0.500000,1.000000,2.000000
0.111111,0.500000,1.000000,0.500000,1.000000
1.000000,2.000000,1.000000,3.000000,3.000000
